,total_string
1364,Find the schedule for Fear Chamber.
1365,What films are showing at Kerasotes Theatres
1366,what movies are playing in the neighborhood 
1367,What animated movies are playing at IMAX Corporation?
1368,What time is See Grace Fly playing at Cineplex Odeon Corporation
1369,Show movie schedules for Marcus Corporation
1370,Can I get the showtimes for Fit for a King?
1371,find a movie house for 07:52 showing Ganges: River to Heaven
1372,Can you tell me the movie times for Alamo Drafthouse Cinema
1373,what films are on the movie schedule around here 
1374,Can you give me the movie schedule for Amco Entertainment?
1375,What time is The Corner playing
1376,"During tea time, what animated movies will be screening at the closest movie house?"
1377,Where can I see Young Goethe in Love?
1378,Find movie schedules.
1379,find Chained Heat
1380,What time is The Secretary playing at the movie theatre?
1381,what time is Dark World showing at Consolidated Theatres
1382,What is the nearest movie house playing George Washington Slept Here
1383,Which animated movies are being screened at Marcus Corporation?
1384,What are the showtimes for Boy of Mine
1385,what time is The Eddy Duchin Story playing
1386,Show me the closest movie house playing An Unfinished Life at eight pm.
1387,can I get the showings for films at the nearest cinema in 1 minute 
1388,What are the showtimes for Beware! The Blob at Plitt Theatres?
1389,What are the movie times for the Caribbean Cinemas?
1390,Give me the showtimes for Sign of the Anchor.
1391,Where is The Man with a Cross playing
1392,Find the schedule for Salt of the Black Earth at the closest movie house.
1393,When will The Boys Next Door be playing at the nearest  movie house
1394,is Tarzan of the Apes playing at Cobb Theatres
1395,I want to watch Looney Tunes Platinum Collection: Volume 1 at a movie theatre
1396,Show me Dombey and Son movies.
1397,What are the movie schedules for animated movies close by
1398,Can I get the showtimes for films at the closest movie house.
1399,tell me the movie schedule
1400,what's the nearest cinema showing The Death of Stalinism in Bohemia 1 second from now
1401,I want to know what movies are showing at the nearest movie house.
1402,Find the schedule for The Nightmare six hours from now at the nearest cinema.
1403,find The Bride
1404,find movie schedules
1405,Where is Priorities on Parade playing
1406,What Howards End cinema is near?
1407,find the closest films at a movie house
1408,What time is Summer School playing?
1409,Find the movie schedules for films in the area.
1410,show movie times at Cinemark Theatres
1411,Can you let me know where I can watch The Nest?
1412,Tell me the movie schedules for Mann Theatres
1413,Find the schedule for films at the closest movie house.
1414,I'd like to watch movies at KB Theatres
1415,Where is the nearest movie theatre that is playing Honeysuckle Rose
1416,Give me a list of movie times for films in the area.
1417,What time is Showcase Cinemas playing Straight Is the Way
1418,show me the schedule of movie Shadow of a Woman
1419,What time is The Mailman playing
1420,what is the movie schedules for movies in the area 
1421,What time is Soul Surfer playing
1422,find the closest movie theatre for films
1423,find The Swindlers at the closest movie house
1424,Find movie times.
1425,When is Janeane from Des Moines playing at the nearest movie theatre?
1426,Is this film going to be at Malco Theatres?
1427,what's the closest cinema showing animated movies
1428,show me movie times at my local theater.
1429,What is the nearest cinema playing Patiala House
1430,What is the Wanda Group movie schedules 
1431,is One Night Surprise at the cinema
1432,What time does Kraken: Tentacles of the Deep play
1433,Where is the closest cinema that features animated movies
1434,I'd like to watch The Holy Office at Cooper Foundation
1435,what are the movietimes for films in the neighbourhood
1436,what film to see at ArcLight Hollywood
1437,Which films are playing at Consolidated Theatres?
1438,Is The Mystical Adventures of Billy Owens playing at the closest movie house
1439,"I'd like to watch movies around here, can I see the movie schedules"
1440,What are the movie schedules for movies showing in the neighbourhood?
1441,Find a movie schedule for 12 hours from now.
1442,Find movie times for films in the area.
1443,Which cinema is showing A Dedicated Life starting at eleven PM
1444,What's today's movie schedule
1445,Find movie schedules.
1446,Find movie schedules for movies around here at nineteen o'clock.
1447,Give me the local movie times.
1448,movie schedule at Cinemark Theatres
1449,show me movie times for Southern Theatres
1450,What films are playing now at the General Cinema Corporation
1451,Can I get showtimes for films in the neighborhood.
1452,Find the schedule for Rare Birds at the nearest movie theatre at Noon.
1453,What movies are playing at Mann Theatres
1454,what time is The Challenge showing at the local movie house
1455,Find movie schedules for nearby films.
1456,show movie schedule in the neighbourhood films at five hours from now
1457,What is the movie schedule for General Cinema Corporation?
1458,find a nearby movie schedules for movies
1459,Show me movie times  at Harkins Theatres.
1460,show nearest movie theatre to watch Black Jesus
1461,What movies are playing at AMC Theatres?
1462,When is That Forward Center Died at Dawn playing at the closest cinema?
1463,Please give me the movie schedule for Pacific Theatres
1464,Show me movie schedule for animated movie around here at eleven a.m.
1465,Please give me information on when Prisoner of Zenda will be shown.
1466,find Mysterious Castles of Clay
1467,Show the movie schedule and movies around here
1468,Where is the closest movie theatre that is playing movies now
1469,Whens the next showing of The Game of Their Lives
1470,what's the closest movie house showing The Hard Way
1471,"What cinema is playing Great Guy
"
1472,Find movie times for close by films.
1473,Where is My Dearest Enemy playing
1474,Find the schedule for Without Witness twenty two hours from now.
1475,movie schedules for Neighborhood Cinema Group
1476,What is the movie times for General Cinema Corporation
1477,What Are the showings for The Natural History of Parking Lots movie house
1478,What is the movie schedule at Cineplex Odeon Corporation 12 hours from now
1479,where is The Country Bears playing
1480,is Ce cher intrus at IMAX Corporation
1481,What time is Trouble Every Day playing
1482,What are the movie times?
1483,I want to see Dead Calm at the closest cinema
1484,What time is the closet cinema playing movies the closest
1485,What time is Thick as Thieves playing at Santikos Theatres?
1486,When is Harassed being played at Plitt Theatres?
1487,What animated movies are playing at IMAX Corporation
1488,Where can I get movie schedule
1489,When can I go see The Untold Story?
1490,Find me the showtimes for Until Death at the nearest movie house.
1491,What is the AMC Theaters movie schedule?
1492,When is The Sea of Grass playing at the movie theatre
1493,Can i get the movie schedule for Megaplex Theatres.
1494,What films are showing at three o'clock at the Neighborhood Cinema Group?
1495,in the neighborhood find movie times for movies
1496,Find the schedule for Wenn Lucy springt now at a movie theatre.
1497,Are there any films around here
1498,Is Jack the Ripper playing in one hour at the nearest movie house?
1499,when can i see We and Our Mountains
1500,i want to watch The Shamrock Handicap right now
1501,Is Cradle Robbers playing at the nearest movie theatre
1502,What is the movie schedule for the movies that are playing nearby?
1503,"find Good Night, and Good Luck at a Cinemark Theatres"
1504,Find the movie schedule for animated movies in the area.
1505,Can you pull up a movie schedule for me?
1506,What is the movie schedule for animated movies in the area
1507,whats the movie schedule for movies nearby
1508,I'd like to know when I can see The Taking of Flight 847: The Uli Derickson Story at Amco Entertainment.
1509,What movies are playing at Southern Theatres
1510,What films are going to be playing at Harkins Theatres at zero a.m.?
1511,What are movie times for movies playing in the neighborhood?
1512,What time is Scream of Stone playing
1513,What are the movie times for movies premiering in the neighbourhood 
1514,Give me the showtime for Bobby Yeah playing at the cinema
1515,Find movie times.
1516,"find the nearest movie house showing Good Morning, Babylon"
1517,What animated movies are playing in thirteen hours at the closest movie theatre
1518,When is One Sunday Morning scheduled to be played?
1519,find Cinemark Theatres with films
1520,What time is Stranger in Town playing at the nearest cinema?
1521,I'd like to watch Nathan the Wise at the closest movie house
1522,What time is Crawlspace playing at the Caribbean Cinemas
1523,Find the movie schedule for 12:53 AM
1524,Find the movie schedule for movies in the area.
1525,Find me the movie schedule for ArcLight Hollywood
1526,What are the movie schedules for Kerasotes Theatres
1527,find films in the neighborhood
1528,Find movie schedules.
1529,What time is The Night Before the Premiere playing at the movie house
1530,I'd like to watch The Details at the cinema
1531,is The Slut playing at 07:27 A.M. at Harkins Theatres
1532,Find the movie schedules at Magic Johnson Theatres
1533,Show movie times of movies in the neighbourhood
1534,Which is the nearest cinema showing movies that start in nineteen seconds?
1535,What are the movie times at Goodrich Quality Theaters
1536,Can I get the showtimes for films at Malco Theatres.
1537,I need a list of animated movies playing around here
1538,When is One by One playing?
1539,What animated movies are on the movie schedule close by?
1540,give me the local movie times
1541,Give me the movie schedule for Cineplex Odeon Corporation
1542,when can i see Red Hot Tires
1543,find movie schedules in MJR Theatres
1544,find movie schedules in Warren Theatres
1545,Tell me the films playing at the closest movie house to me
1546,Find me the showtimes for How to Commit Marriage.
1547,Find the schedule for No Time to Be Young at AMC Theaters.
1548,Find movies playing at the closest movie theatre
1549,Can I know what animated movies are scheduled in the neighbourhood?
1550,Find the schedule for for The Unnaturals at 13.
1551,find Plitt Theatres showing animated movies
1552,What is the movie schedule for the North American Cinemas
1553,When will The Honor of an Outlaw be showing?
1554,What animated movies are in the neighbourhood 
1555,find movies close by
1556,What is the movie schedule today at Neighborhood Cinema Group?
1557,Find what movies are showing at the nearest movie house
1558,find the nearest movie theatre with movies
1559,show movie times of Regal Entertainment Group
1560,I'd like to watch films in 23 hours in the neighborhood
1561,What time is The Sea Chase playing
1562,Find movie schedules for close by films.
1563,what animated movie are at the theater in the neighborhood
1564,Is the start time 15:16:52 for movies in the neighborhood 
1565,find The Terror Within
1566,show me the schedule of American Primitive in Santikos Theatres
1567,What time is In the Crosswind playing at Marcus Corporation?
1568,show me movies in the area
1569,What is the movie schedule
1570,I'd like to watch In High Places
1571,When is Just Before Nightfall playing?
1572,find a movie theatre with animated movies that is closest to me
1573,What films are at Century Theatres in twelve hours
1574,What films start at eighteen at Caribbean Cinemas
1575,Can I get the Cineplex Odeon Corporation showings for Small Town Story?
1576,"what's the closest cinema playing Six Days: Three Activists, Three Wars, One Dream at sunrise"
1577,Can you let me know what animated movies are playing close by?
1578,Where is Feast II: No Limit playing
1579,Where theater is playing The Ranger and the Lady at 10 AM
1580,Find the schedule for movies at the nearest cinema.
1581,what time is Mulawin: The Movie showing at the nearest movie house
1582,I want movie times for Fox Theatres
1583,What time is Tasher Desh playing at the nearest movie house
1584,What time does Tie a Yellow Ribbon play at Magic Johnson Theatres?
1585,What movies are playing at the closest movie theatre
1586,find nearby movies
1587,Tell me the movie schedules for Loews Cineplex Entertainment
1588,When is The Life and Death of King Richard II playing at Mann Theatres?
1589,What are the movie schedules for the Loews Cineplex
1590,Find the movie schedule for movies close by.
1591,What animated movies are playing nearby
1592,What time does Johnny Got His Gun play
1593,Find movie times for nine PM.
1594,Show me the movie schedules for the nearest movie theatre in Invasion U.S.A..
1595,Show the movie schedules at MJR Theatres
1596,List movie times at B&B Theatres
1597,what films are playing at the nearest movie house
1598,could you please show me movie schedules
1599,find a movie schedule in the neighborhood for animated movies
1600,I want to go see A Troll in Central Park.
1601,show me animated movies with movie times close by
1602,Tell me what movies are showing at seven am at the closest movie house.
1603,where is The Adventure of the Yellow Curl Papers playing
1604,can i have the movie schedules
1605,Showtimes for animated movies fro Goodrich Quality Theaters.
1606,What movie schedules are animated movies close by
1607,Where the Sky Meets the Land time playing
1608,what movie is playing at Showcase Cinemas 
1609,find the closest showing of The Taste of Others at a cinema
1610,Find movie schedules.
1611,I need an animated movies in the area for dinner time
1612,show me the movie schedules for animated movies around here
1613,Can I get the showings for Mysterious Crossing?
1614,When is Up the Yangtze playing at Goodrich Quality Theaters
1615,What movies are showing at the nearest movie theatre in 8 minutes?
1616,what movies are playing in the area?
1617,Find movie schedules.
1618,what's the movie schedules for Magic Johnson Theatres
1619,What movies are playing in the area?
1620,find movie times
1621,Let me know what animated movies are playing around here.
1622,Can I get the showtimes for animated movie in the neighbourhood?
1623,I need a movie schedule for any films playing close by
1624,find a Consolidated Theatres showing The Good Old Naughty Days
1625,When is Watchman Vadivel playing?
1626,Can you pull up showings for Pop Goes the Easel at the local movie theatre?
1627,what films are playing at the closest movie house
1628,"i want to see Love, Speed and Thrills at the nearest cinema"
1629,Tell me where I can watch Common Law Cabin
1630,find movie schedules
1631,Find movie times for animated movies in the area.
1632,when this evening is Casa Amor: Exclusive for Ladies playing and where
1633,Find movie times.
1634,I'd like to see the movie schedule for movies in the area
1635,Is Gods of Metal playing
1636,Is Black & White: The Dawn of Justice playing at the movie theatre?
1637,Is The Umbrellas of Cherbourg playing near me?
1638,What are the movie schedules
1639,whats the closest movie house showing Home Room
1640,What is the nearest movie theatre showing Ocean's 13?
1641,Find movie times.
1642,show movie schedule in MJR Theatres
1643,Tell me what films are playing at Plitt Theatres
1644,What is the showtime for Arsho
1645,tell me what films are around here
1646,show me movie schedules
1647,What time is The Bride's Journey playing at Star Theatres?
1648,What movie theatre is playing The Magnificent Scoundrels
1649,find a cinema nearest showing Twilight of Shadows at breakfast time
1650,find KB Theatres with movies
1651,I need movie times for movies playing in the area
1652,What is the local movie schedule
1653,find movie schedules in the neighborhood for movies
1654,Find me the nearest movie house that is showing The Saviour.
1655,What is the movie times
1656,Where is the closest movie house that's playing The Mark?
1657,give me the movie times
1658,What is the movie schedule for movies close by
1659,What are the movie schedules
1660,What are the movie schedule now
1661,Show the movie times
1662,Which animated movies are showing close by?
1663,"Can I get the showtimes for the closest cinema showing I'm a Cyborg, But That's OK."
1664,Please give me movie schedules
1665,When is The Third Eye showing at Dickinson Theatres?
1666,Find time for films at the North American Cinemas
1667,What time is The Hotline playing at the movie theatre
1668,Show me the films close by and the movie times for today.
1669,Please show me the movies playing at Amco Entertainment.
1670,List films in the neighborhood.
1671,Show me the closest cinema playing movies.
1672,"I want to see The Happy Thieves at Marcus Corporation, can you show me movie times."
1673,where can i see animated movies in the neighborhood 
1674,what films are showing in the neighbourhood 
1675,what films are showing nearby
1676,What movies are playing at Cobb Theatres
1677,Can I get the movie schedules for Landmark Theatres
1678,i want to watch Mr. and Mrs. Bridge at a nearest cinema
1679,What movies are playing at the closest cinema
1680,What cinema is playing The Edge
1681,Please show me the movie schedule for today.
1682,Find the schedule for Heart Beats.
1683,Show me movie times at MJR Theatres at 02:39:23 pm
1684,Show movie schedules at AMC Theaters
1685,Is the films 19 hours from now playing at Landmark Theatres
1686,Show me the movie times
1687,Show me showtimes at the cinema for Chain of Events.
1688,What is the films with movie times in the area
1689, What is the nearest cinema playing The Hour of Temptation
1690,What films are playing at Pacific Theatres
1691,find Mann Theatres movie schedule
1692,what animated movies can i see at Malco Theatres
1693,is Unbeatable Harold at Century Theatres
1694,When is Youth Without Youth being shown at the nearest movie house?
1695,What is the movie schedule at Dipson Theatres
1696,What animated movies are around here
1697,Can i get the movie schedule for eleven hours from now?
1698,find a movie house closest with Beethoven Lives Upstairs
1699,I want to watch Fist of the North Star 1 minute from now
1700,Show me the movie times at Star Theatres
1701,Which movies are playing at AMC Theaters?
1702,What movies are starting at eight pm in the area 
1703,What films are in the neighborhood
1704,Show movie schedules of film nearby
1705,what films are on the movie schedule for ten at a close by theater
1706,Show me the current movie times
1707,I need to see a list of films and movie times in the area 
1708,Can I get the movie schedule for the Bow Tie Cinemas.
1709,What films are showing at National Amusements
1710,What time is The Bride from Hell playing at Malco Theatres
1711,Find the schedule for Across the Line at the closest movie house.
1712,what animated movies are showing in the neighbourhood
1713,Give ma list of films at Harkins Theatres
1714,Which films are playing in the neighborhood one second from now?
1715,I want to watch Uproar in the Studio at the nearest cinema
1716,What do the movie schedules at B&B Theatres look like?
1717,Find the movie times for North American Cinemas.
1718,Where is the nearest movie theatre playing The Sword of Many Lovers?
1719,Can I get the movie times for the newest movies around here?
1720,find the nearest movie theatre for animated movies
1721,What is the closest movie house playing What the Swedish Butler Saw
1722,Show me movie times
1723,Show me the movie schedule for movies around here
1724,Is Strauss Is Playing Today at the Cineplex Odeon Corporation
1725,I want to go see A Simple Noodle Story in seventeen seconds at Goodrich Quality Theaters.
1726,What films are playing now at the closest movie house?
1727,what movies are around here
1728,find animated movies at the nearest movie theatre
1729,in the neighbourhood find 11 p.m. movie schedules for movies
1730,What time is Expelled from Paradise
1731,What films are at National Amusements
1732,Find a movie schedule.
1733,what films are showing at Century Theatres
1734,I'd like to watch Take This Waltz
1735,find Whosoever Shall Offend at Showcase Cinemas
1736,Find the movie times for nearby films.
1737,Is Millions in the Air playing at the cinema
1738,What time is Murph the Surf playing
1739,What time will the movie house be showing On the Beat
1740,find Afternoon movie times for movies in the neighborhood
1741,I'm looking for movie schedule for films playing in the neighborhood.
1742,I'd like to watch movies close by
1743,Show the movie schedules with animated movies around here
1744,What time is Bhoomi Geetha playing at the movie theatre
1745,Show the movie times
1746,I'd like to watch Army at Wanda Group
1747,can i have the movie schedules
1748,What is the movie schedule for Loews Cineplex Entertainment
1749,What's the movie schedule for B&B Theatres?
1750,Find the schedule for Tailspin Tommy in the Great Air Mystery.
1751,Find movie schedules for animated movies in the area
1752,What animated movies can I see at AMC Theatres?
1753,find the closest movie theatre with animated movies
1754,What films are playing at the nearest movie theatre
1755,What time is Dive Bomber playing
1756,find a movie schedule
1757,"I'd like to go to Douglas Theatre Company to see In Beaver Valley, what times will the movie be playing?"
1758,What films can I see at Malco Theatres?
1759,What time is The Brat playing at the movie house?
1760,Tell me what animated movies I can see at the closest movie theatre
1761,What animated movies are at the closest movie house near brunch
1762,Find the schedule for A Kiss Before Dying.
1763,Give me the showtimes for The Rum Diary at MJR Theatres at meal time.
1764,What movies are in the area
1765,When is We Stick Together Through Thick and Thin playing at ArcLight Hollywood?
1766,What movie theatre is palying The Hurricane five hours from now
1767,What animated movies are playing at the closest cinema?
1768,show me the schedule of films close by
1769,Find me the movie schedules
1770,"show me the schedule of A Man, a Woman, and a Bank in nearest Neighborhood Cinema Group"
1771,what time can I expect films to start at the Bow Tie Cinemas
1772,Is Proudly She Marches playing anywhere?
1773,Find the schedule for Grand Canyon Trail.
1774,show me the schedule of movie Thirty Two Short Films About Glenn Gould in 14 minutes
1775,What time is American Gun playing
1776,find Fox Theatres with The Caretaker
1777,Please tell me the current and local movie times
1778,find Goodrich Quality Theaters films
1779,When can I watch Alice: A True Story at AMC Theatres?
1780,I want to see animated movie in the neighbourhood
1781,Find me showtimes for A Christmas Story starting at eleven o'clock.
1782,What is the movie schedule for the Pacific Theatres
1783,Please find me the movies playing nearby
1784,Find time for films at the nearest movie theatre
1785,Find movie schedules.
1786,Which Cinemark Theatres is playing A Is for Atom?
1787,Is there a movie theatre showing Last Cab to Darwin today?
1788,What time does Military history of African Americans play
1789,where is The Chief Cook playing
1790,When is Old Enough showing at the movie house?
1791,What films are playing at the closest cinema
1792,What animated movies are playing nearby?
1793,Where and when is Unleashed - Entfesselt playing
1794,Can i get todays movie schedule for the movies that are close by?
1795,Find me animated movies at Amco Entertainment tomorrow
1796,What movies are in the neighbourhood 
1797,What time is Exploits of a Young Don Juan playing?
1798,Show me some movie times
1799,"Is People of the Cumberland playing at Landmark Theatres now

"
1800,What time is In Old New Mexico showing today?
1801,does Mexican Werewolf start at three am
1802,Can I get the showtimes for The Man Who Could Talk to Kids?
1803,what time is Tom y Jerry showing at Alamo Drafthouse Cinema
1804,what movies are playing at the Alamo Drafthouse Cinema
1805,What time is Children of Divorce playing
1806,When is Heat playing near me?
1807,Show the movie schedule
1808,Show the movie schedule
1809,show me the schedule of movie times
1810,"When and where is Nefertiti, Queen of the Nile playing?"
1811,Where is Road to the Stage playing
1812,Give me Pacific Theatres movie schedules
1813,what's the nearest movie house showing Their Last Love Affair
1814,Where can I find the movie schedules?
1815,Show me movie times for one minute from now
1816,Give me the movie schedules at Showcase Cinemas.
1817,where can i see A Slice of Life
1818,find animated movies at Caribbean Cinemas
1819,I'd like to see the movie schedule for movies in the area
1820,find movie schedules at Loews Cineplex Entertainment
1821,movie schedules at Southern Theatres
1822,what films are showing in the neighborhood 
1823,around here find movie schedule for films
1824,Show the movie schedules at KB Theatres
1825,List movie schedules for animated movies playing in the neighbourhood
1826,show me the movie schedule for the Cooper Foundation
1827,What movies will be showing around here?
1828,I'd like to watch Bound for Glory at the closest movie theatre at 21:41:08
1829,i want to see Return to Yesterday
1830,find Quiet Night In
1831,What is the movie schedule for films nearby
1832,"Where is the nearest cinema playing Compound Fracture
"
1833,Tell me what movies are playing in the neighborhood
1834,whats the closest movie theatre showing animated movies
1835,Find the schedule for close by movies.
1836,find Andreas Hofer at elevenses
1837,What is the closest cinema with animated movies
1838,Show me movie schedules for today.
1839,show me the movie schedule in the neighbourhood movies
1840,Can I get the movie schedules for Loews Cineplex?
1841,What time is The Queen of Moulin Rouge playing?
1842,Where can I see animated movies that's nearby?
1843,Please check the movie schedule.
1844,show movie times
1845,Show me the movie times for animated movies in the area .
1846,List movie times at Megaplex Theatres
1847,Where is They Always Return at Dawn playing
1848,is The Singing Nun at Regal Entertainment Group
1849,find movies at Amco Entertainment starting in 8 seconds from now
1850,Find the schedule for The Devil Diamond at a movie theatre.
1851,When and where is Invitation to the Waltz playing 
1852,when is Nattbuss 807 playing at a movie theatre near me
1853,Find Captain Kronos - Vampire Hunter.
1854,Is Redacted playing at the closest cinema?
1855,Where is the closest movie house playing films now
1856,Find movie times for movies in the neighbourhood.
1857,Find movie times.
1858,Please find the closest cinema that's playing movies at 9 am
1859,What time is The Phoenix Project playing
1860,Find the schedule for movies at the Megaplex Theatres.
1861,I'd like to watch Monk Comes Down the Mountain
1862,what time is Company Men showing
1863,Show me the movie times
1864,What movie schedule?
1865,Is Dead Fish playing at the movie house
1866,Is F.I.S.T. at Malco Theatres
1867,I need the closest movie theatre playing Incense for the Damned.
1868,find movie schedules for Dickinson Theatres
1869,Is The Kiss playing
1870,Find the schedule for The Pearl of Cleopatra.
1871,Where is the closest cinema playing I Prefer the Sound of the Sea
1872,Find movie schedules for Star Theatres.
1873,find Blood and Bones
1874,What are the movie times for Malco Theatres
1875,Is The Cycle playing at Consolidated Theatres?
1876,What is the movie schedules
1877,What are the movie times at the Loews Cineplex
1878,I'd like to watch Glass Chin at the movie house at 17:32:30
1879,whats the closest cinema showing Swamp Water
1880,find animated movies at the nearest movie theatre
1881,find The Branded Woman
1882,What animated movies are playing in the area and what is the movie schedule
1883,where is Puthri playing
1884,What time will Paris by Night aired
1885,Showtimes for animated movies in the area.
1886,Is The Ghost Breakers playing at Plitt Theatres in two hours
1887,find The Colour of the Chameleon
1888,find movie times at National Amusements
1889,show movie times of films close by
1890,Will you please pull up movie schedules for me?
1891,Where and when is Polish Economy playing?
1892,Where can I watch Gaddar: The Traitor?
1893,movie times at Cooper Foundation for sunset
1894,Give me movie times for Regal Entertainment Group
1895,List movies for nearest movie house at brunch time
1896,Can I get the movie schedules for Landmark Theatres.
1897,what time can i see The Half Naked Truth
1898,What time is Hold That Blonde playing at the closest cinema?
1899,List movie schedule
1900,Find the schedule for Blood Orgy of the Leather Girls at a movie house.
1901,Find the movie times for movies playing in the neighborhood
1902,find films at Alamo Drafthouse Cinema
1903,Look up the movie schedule
1904,What movies are playing at the closest cinema
1905,What are the movie schedules for animated movies playing in the neighborhood
1906,Can I get the movies  showtimes for the closest movie house.
1907,find animated movies in the area
1908,find close by films with a movie schedule
1909,find films scheudle in the neighborhood at 2
1910,find movie times
1911,Show the movie schedule for animated movies in the neighbourhood
1912,What time is The Glass Key playing at Caribbean Cinemas
1913,Show the movie schedule of animated movies close by
1914,Find the schedule for Death Valley Manhunt.
1915,What time is Class playing at Amco Entertainment?
1916,movie schedule for Harkins Theatres
1917,Find the schedule for Evening Clothes in 1 second.
1918,Where is the closest movie theatre playing Mighty Baby now
1919,Can I see the movie schedules?
1920,What time does the next movie play around here
1921,movie times at Consolidated Theatres
1922,what movies are showing at Fox Theatres at 11 am
1923,What time is A Man for Burning playing
1924,Can I get the showtimes for The Scarlet and the Black  at 12 pm.
1925,Find the movie schedules for animated movies in the neighbourhood.
1926,What is the movie schedule at Douglas Theatre Company
1927,Is Love Is a Ball playing right now?
1928,find movie times for movies in the neighborhood
1929,Show me the movies at the closest cinema
1930,She me movie times at Mann Theatres
1931,Is Rented Lips playing at the nearest cinema
1932,What time is Kickboxer showing at Cobb Theatres
1933,Give me some movie schedules.
1934,What time is a movie in the neighbourhood
1935,Which animated movies are playing at Megaplex Theatres at tea time?
1936,what time is One Night Stand showing at Cineplex Odeon Corporation
1937,find the closest cinema for films
1938,What is the movie schedule for any films playing close by at Sunset
1939,Can i get the movie times for Fox Theatres?
1940,Find the movie schedule for the Douglas Theatre Company.
1941,find a movie house for Kickboxer 5 - Redemption
1942,Please tell me the movie schedules?
1943,What films are playing at the nearest movie theatre 
1944,What animated movies are playing at the Douglas Theatre Company
1945,What animated movies are playing at Pacific Theatres
1946,can I get the movie schedules
1947,Find Secret Command.
1948,Give me the schedule for What a Wonderful Place at Cinemark Theatres
1949,what time is Achilles and the Tortoise showing
1950,what animated movies are showing in the neighborhood 
1951,I'd like to watch films at Marcus Corporation at twelve P.M.
1952,Show movies in the neighborhood
1953,What films are at Cineplex Odeon Corporation
1954,Can a I get the movie schedule for Sympathy for the Devil
1955,Find movie schedules for animated movies around here.
1956,what time is Bordertown Trail showing
1957,in the neighbourhood find movies with movie times
1958,What cinema has the closest movies
