,total_string
1454,Rate the current book 3 of 6
1455,give 4 points to this textbook
1456,Rate the current novel five of 6
1457,give three out of 6 points to this textbook
1458,Rate 12 Great Classics of Science Fiction zero out of 6 points
1459,rate the current essay three of 6 points
1460,I give Obama: From Promise to Power 6 points and a rating value of 1
1461,give one out of 6 to Encyclopedia Magica chronicle
1462,"Rate this part of the series, The Harrowing of Gwynedd, zero out of 6."
1463,Rate Peddling Prosperity zero stars
1464,rate this album a 1
1465,Rate the current novel three points
1466,A rating of four out of 6 goes to Memory in Death
1467,I would rate the Executive Power a four and a best rating of 6
1468,rate the current essay book four out of 6 points
1469,rate Covering: The Hidden Assault on Our Civil Rights 1 point
1470,rate the next essay five of 6
1471,Rate The Prince of Venice Beach 3 stars
1472,give 3 out of 6 stars to The Submarine Caper chronicle
1473,rate The Fairy Caravan 5 of 6 stars
1474,for this series The Magical Revival out of 6 give it a 5 
1475,"rate Tragedy Day a 4
"
1476,Give this book a 2.
1477,give 3 out of 6 series of The Africa House
1478,Rate Myths of the Near Future three points
1479,Give The Dark Abode chronicle 2 out of 6 points.
1480,give Life: A Natural History of the First Four Billion Years of Life on Earth 1 points out of 6
1481,I would give this current novel 4 points
1482,I would give Superman: Doomsday & Beyond four stars and a best rating of 6
1483,I'd give the Quotations from Chairman Mao Tse-tung saga two of 6 stars
1484,Rate this current essay five stars out of 6 total
1485,I give the previous album a 4.
1486,this novel deserves 4 to 6 stars for its writing.
1487,I am giving this current novel 1 out of 6 stars
1488,I give The Road from Elephant Pass four stars
1489,I want to give the chronicle What We Talk About When We Talk About Love 4 out of 6
1490,The book the Geoff Ryman bibliography should have a rating of three to 6 points.
1491,The current book deserves a rating of only one.
1492,Assign three stars out of 6 to The Dune Encyclopedia
1493,This current album deserves only a one rating
1494,give 1 out of 6 stars to current book
1495,Give this album a rating of 4.
1496,rate this essay a two
1497,The Mystery of the Brass Bound Trunk deserves only a 1 star rating.
1498,Rate this textbook 2 stars out of 6
1499,Give The Denationalization of Money series four of 6
1500,give one out of 6 stars to Free Market Fairness
1501,"give The God Machine two of 6
 points"
1502,Give 5 / 6 stars to Expressive Processing
1503,Rate the current album a 2
1504,Rate The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures 0 points.
1505,rate the current novel two points out of 6
1506,Rate the Daughter of the Empire three out of 6
1507,Cock-A-Doodle-Doo! was awful. I'm giving it a 0 out of 6.
1508,Give The Street five points.
1509,give The Story of the Last Thought a five
1510,Rate Half Past Human three stars
1511,Rate Eight Days of Luke a five.
1512,I am rating Book of Challenges four stars
1513,Give this album 4 out of 6 stars
1514,Give The Pirates! in an Adventure with Whaling a 0 out of 6.
1515,Rate The Slap five of 6
1516,give the current book 0 out of 6 points
1517,I rate Secret Water as a 4.
1518,I'd rate this novel a five
1519,"Can I rate the book My Life in France not one, but 6 stars?"
1520,I would give the Living Dead in Dallas chronicle zero points
1521,I want to give Science Fiction Adventures in Mutation 0 stars
1522,rate this album three stars
1523,Rate The Removers 4 out of 6
1524,give four stars out of 6 to current book
1525,Rate the current textbook 4 of 6
1526,I think this novel should get 0 stars
1527,"rate The Wimpy Kid Movie Diary  saga 4 out of 6
"
1528,give The Englishman of the Bones 2 stars out of 6.
1529,I would rate the Animal Liberation chronicle 0 points and a best rating of 6
1530,Rate The Doomsters four out of 6 stars
1531,The current textbook gets a 2 rating. 
1532,"Give the current textbook 2 of 6
"
1533,For the current chronicle I give five of 6
1534,RAte the Black Coffee chronicle three out of 6 stars
1535,Rate this chronicle a 4
1536,rate the current novel 1
1537,please rate this textbook five stars out of 6
1538,I want to give The Black Cloud one points
1539,Rate The White Abacus zero out of 6 points
1540,Rate The Life and Loves of a She-Devil 5 out of 6
1541,give 0 out od 6 stars to Mystery of the Desert Giant
1542,"I give The History of the Saracens a three, or 6 points"
1543,I would like to rate the current book I am reading 0 stars.
1544,Give the current novel four points.
1545,"rate current album 0 stars
"
1546,Rate this series 0 of 6 stars
1547,Rate this album 5 points
1548,Give the current book 0 points.
1549,For the saga The End of a Family Story I give 0 stars
1550,I give this book five stars out of 6
1551,I rate this novel  2 of 6 points
1552,Give zero / 6 stars to this album
1553,I'd give The Cricket in Times Square 3 stars
1554,Rate the current essay a three points
1555,give 0 out of 6 to War of the Spider Queen saga
1556,give this textbook a 0 out of 6
1557,I would rate The Best Science Fiction Stories and Novels: Ninth Series 5 points
1558,Can I rate the current textbook three to 6 stars?
1559,Rate Lost Boys: Why Our Sons Turn Violent and How We Can Save Them zero of 6
1560,I give The Logic of Sense a zero
1561,"Rate Who Moved My Cheese? a one
"
1562,rate Galactic Pot-Healer two points
1563,This current essay deserves 0 stars
1564,Give Anatomy of a Typeface a 1 rating.
1565,I would give this novel four stars
1566,Rate the current book 2 points
1567,Rate The Agent of Death with five stars out of 6
1568,rate Awaiting Strange Gods: Weird and Lovecraftian Fictions a 1
1569,the following essay is a two
1570,give 5 star to the book The Knight of Newts
1571,Rate the Egg Collecting and Bird Life of Australia saga a one
1572,Give 3 / 6 stars to Doctor in the House
1573,Rate this textbook 3 of 6
1574,rate Operation Sweet Tooth 2 points
1575,Rate this textbook five points
1576,rate this novel 5 stars
1577,Rate my current essay 1 out of 6 stars
1578,I want to rate the Children of This Earth chronicle a rating value of 1 and a best rating of 6
1579,Rate Canto for a Gypsy two of 6 stars
1580,Give this album three / 6 points
1581,please give a 2 out of 6 to House of Many Ways
1582,Give this saga a 1.
1583,Give this current textbook zero out of 6 points.
1584,Rate the current album 4 out of 6 stars
1585,rate current album five
1586,I rate Mosses from an Old Manse a 0
1587,give 5 points to The Deathlord of Ixia
1588,Give the chronicle Fathers and Crows a 5 out of 6.
1589,Rate Conan of the Red Brotherhood 2 of 6
1590,give one to this novel
1591,I would give the book Lavender and Old Lace a rating of three
1592,Rate A Pelican at Blandings a 2 
1593,Rate this album a 4
1594,I give this current textbook a rating value of 1 and a best rating of 6
1595,one stars out of 6 is my rating for The Giaour.
1596,Rate I Capture the Castle  0 points
1597,Rate Unlimited Power 4 of 6 points
1598,this is a 6 rating for the album down to one
1599,I give this essay three of 6 stars
1600,Give Whispers in the Graveyard a five.
1601,Rate this album a 3
1602,rate this book titled The Improvisatore five stars
1603,Rate this novel 5 of 6
1604,"The chronicle of The Emperor Wears No Clothes was too naive and simple, I'd give it 1 out of 6 stars."
1605,Rate this saga 0 stars
1606,I want to give this novel zero
1607,I give the next textbook a 2.
1608,Rate this current novel one points 
1609,rate the current book series 4 out of 6
1610,I would rate this album a zero and give it a best rating of 6
1611,"Out of 6, I give the following book zero."
1612,"I rate the book Rusty String Quartet a 4
"
1613,Add the rating for this current series a four out of 6 points
1614,give 1 out of 6 to West of January
1615,Assign 5 stars to Lincoln at Gettysburg
1616,Give this book five / 6 points.
1617,this novel gets 0 out of 6 points
1618,rate this essay 3 out of 6 points
1619,out of 6 The Black Unicorn rates points of 2
1620,I want to rate Hostile Waters chronicle book with five out of 6
1621,This current book deserves 3 points
1622,Rate my current textbook 0 out of 6
1623,rate this series 1 out of 6
1624,Rate The Scoop  5 out of 6 points
1625,rate this current book five
1626,Rate the current novel two points
1627,Rate The Broken Spears with 2 stars.
1628,Give the current series a two
1629,"I rate this textbook 0
"
1630,rate this textbook a one
1631,give Private Games 3 stars out of 6
1632,I think this album deserves 0 points
1633,Rate She: A History of Adventure a one of 6
1634,Give the current book 5 out of 6 points.
1635,rate the current essay a three
1636,give three points to current book
1637,I want to give this current novel 4 points
1638,Rate this book 5 stars out of 6
1639,River Secrets deserves a best rating of 6 but zero points
1640,I'm giving this book series four points
1641,Give this textbook one stars out of 6
1642,rate The Long Dark Tea-Time of the Soul 5 stars
1643,rate this book called The Last of the Wine two out of 6 points
1644,Rate my current essay zero out of 6
1645,Rate Incomplete Nature three of 6 stars
1646,Give this book a rating of four out of 6.
1647,Rate this novel one of 6
1648,give this current essay a 3 out of 6
1649,this chronicle of The Origins and History of Consciousness is a three
1650,I'd rate Days of Blood and Starlight a 4
1651,Give this chronicle 4 stars.
1652,Rate this book five of 6 points
1653,Rate The Young Elites series 1 of 6 points
1654,Rate The Warrior Prophet 3 of 6 stars
1655,Peter and the Piskies: Cornish Folk and Fairy Tales only gets a three out of 6. 
1656,rate current saga one point out of 6
1657,I rate the current album four of 6
1658,Rate this album 2 out of 6
1659,rate Orion in the Dying Time four stars
1660,Rate the Parable of the Sower a 2 out of 6
1661,I want to give The Canon of Medicine one out of 6 stars 
1662,rate The Promise 1 points
1663,I'd rate this book 1 of 6 stars
1664,Give my current book 4 stars.
1665,Rate Real World four out of 6 
1666,Rate this chronicle 0 stars
1667,Rate current novel 3 stars
1668,I give a 4 to 3 Willows: The Sisterhood Grows.
1669,Rate Cold Comfort Farm a three out of 6 total
1670,rate this current textbook 0 points
1671,Folk and Fairy Tales gets 1 out of 6 points
1672,Give this book four stars as a rating review.
1673,Can you rate this current essay with zero stars?
1674,The Citrus Industry is a four rating value and a best rating of 6
1675,give Under the Sign of Saturn a four out of 6
1676,"give the current book zero of 6
"
1677,The previous essay gets 0 out of 6 possible stars
1678,rate the book The World Is Full of Divorced Women 2 out of 6 stars
1679,I would rate Coming Through Slaughter a four out of 6.
1680,Rate the current chronicle 0 out 6 stars
1681,give this album three out of 6 points
1682,I would give this current novel a value of 3 and a rating of 6
1683,Give the current album 2 out of 6 points.
1684,The book The Chymical Wedding is only worth 3 points.
1685,rate this novel four points
1686,I want to give the current album 2 stars
1687,The Law of Dreams gets a low rating of one
1688,rate this book titled The Silver Chalice a 1
1689,Rate my current book 1 out of 6 points
1690,rate current textbook 0
1691,I give Rogue Ship 5 out of 6.
1692,Rate this novel 4 points out of 6
1693,Give the current book four stars
1694,give this textbook four stars
1695,I'd give The Jewel in the Crown saga four of 6 stars
1696,How do I rate the book White Teeth only 4 stars?
1697,Rate Short Trips: Destination Prague five out of 6
1698,rate The Writing on the Hearth 2 out of 6 points
1699,rate Hunting and Gathering a two
1700,"rate this essay zero  of 6
 points"
1701,rate the book The Rod of Seven Parts 4 points
1702,1 point for this next textbook
1703,Rate the Under the Sign of Saturn 0 of 6
1704,rate The Zenith Angle one out of 6 points
1705,rating points for Castles of Steel out of 6 are 5
1706,give zero star for current album
1707,Rate the current chronicle a one
1708,"rate the book A Girl, a Man, and a River a five"
1709,Give Setting Free the Bears series a four out of 6 stars rating.
1710,this essay should get 1 of the points
1711,"I rate A Moment in Time  a 5
"
1712,rate the next book four stars
1713,To the Stars: The Autobiography of George Takei gets four out of 6 stars
1714,give 5 out of 6 to this album
1715,Rate Red Nails two of 6 stars
1716,Rate Primal Fear one of 6
1717,Give this series three points out of 6.
1718,rate To Your Scattered Bodies Go a 1 out of 6
1719,I would give The Call of the Toad a value of zero and a best rating of 6
1720,Rate the current essay 5 stars
1721,I would give The Minority Report a rating of 0 points
1722,one stars for the following album
1723,I want to give Gay Male Pornography: An Issue of Sex Discrimination a 1 
1724,give The Enemy Within saga 3 stars for me
1725,give zero rating to The Deed of Paksenarrion
1726,Rate this album 4 points
1727,Rate the current textbook one stars
1728,rate The Gutting of Couffignal one points
1729,rate the current book series two out of 6 stars
1730,I want to give the current novel 5 out of 6 points
1731,Rate Voyage in the Dark 3 of 6
1732,Give the current book im reading zero points out of 6.
1733,rate this novel zero out of 6
1734,Rate The Crossroads 4 of 6 stars
1735,I give a rating of 4 out of 6 for the book My Sister and I
1736,This current textbook deserves a rating of 3 points and a best rating of 6
1737,this horrible essay gets zero out of 6 stars
1738,The A Mighty Fortress series should be rated a two
1739,Give one out of 6 stars to The Shiva Option
1740,rate Understanding Physics 5 out of 6
1741,Rate The Grisly Wife three points out of 6
1742,Contemporary Religious Satanism gets a 3 rating
1743,Rate the Beyond This Place chronicle three of 6
1744,I think The Turbulent Term of Tyke Tiler is a rating of 3.
1745,0 stars for this current saga
1746,I'd rate Glaring Through Oblivion a zero of 6
1747,I would rate this current textbook four stars
1748,rate Girls Forever Brave and True zero points
1749,"I give the book The Silence of the Lambs a rating of zero of a possiable 6
"
1750,I want to rate The Turbulent Term of Tyke Tiler a 3
1751,rate Heath Ledger: His Beautiful Life and Mysterious Death 1 stars
1752,I want to give the current novel 4 stars
1753,Rate The Travels of Lao Can five out of 6
1754,Rate Seven Pillars of Wisdom two points
1755,Give this album a three
1756,Rate the book An Appeal from the New to the Old Whigs a 0
1757,Rate the Michel Strogoff saga four of 6
1758,Rate the current novel four out of 6 points
1759,I gave The Hand of Zei series three of 6 stars
1760,Can i add the a rating of two out of 6 stars to the book The Pocket Book of Boners
1761,give four out of 6 points to this essay
1762,I'd rate this novel at 2 points
1763,I give this textbook a four
1764,I am giving this current album a rating of four out of 6 points
1765,Season of the Witch: How the Occult Saved Rock and Roll gets five points
1766,Rate the current novel five of 6 points
1767,Give the current novel 3 stars.
1768,Rate this essay 3 of 6 points
1769,Why Buffy Matters is zero out of 6 points.
1770,Give Upon Some Midnights Clear chronicle four out of 6 for a rating.
1771,rate this current novel a 3
1772,Rate Of the Subcontract a 0
1773,Rate this album two out of 6
1774,give five stars to current album
1775,I give the following album a zero.
1776,Rate this album zero of 6 points
1777,Rate my current novel 2 out of 6 points
1778,give 5 out of 6 to this book
1779,Give the current novel a rating of 5 out of 6.
1780,give five points to The Tenor Wore Tapshoes
1781,rate the book Who Will Cry When You Die one out of 6 stars
1782,rate this textbook 2 stars
1783,rate A Thousand Lies series a 3
1784,"Rate this series five out of 6
"
1785,The Far Side of the World chronicle deserves three out of 6 points.
1786,Rate the current book one of 6 points
1787,give 2 out of 6 to Smoke in the Forest
1788,give 5 points to current novel
1789,This current album would get 6 stars or a rating value of 1
1790,rate this novel a two
1791,I award this next series 0 points
1792,rate this chronicle two points
1793,rate The Race a two
1794,"rate this book 2 of 6
 points"
1795,rate Pastwatch: The Redemption of Christopher Columbus chronicle zero points
1796,I want to rate this novel three out of 6
1797,rate this textbook four stars
1798,"rate this essay 5 of 6
"
1799,Rate this album 3 stars
1800,"my rating for Dilvish, the Damned is 4 out of 6"
1801,rat the current textbook a two out of 6 points
1802,give four out of 6 stars to this textbook
1803,Rate Cuisines of the Axis of Evil and Other Irritating States one out of 6
1804,rate current book 0 stars
1805,rate this book titled House of Dolls three out of 6 stars
1806,rate The Road to Reality: A Complete Guide to the Laws of the Universe two points
1807,I want to give the current saga a five
1808,this horrible textbook deserves a 0 rating
1809,Rate the current essay 4 stars
1810,rate Dragons of Spring Dawning 3 stars
1811,I'm giving 0 points to A New Lease of Death.
1812,give three stars out of 6 in current essay
1813,I'd give this essay a three of 6
1814,I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.
1815,rate this textbook 5 stars
1816,rate this textbook a four
1817,Give The Spirit House  a 4 out of 6
1818,rate this book titled The Clue in the Old Album one out of 6 stars
1819,Rate my current novel 0 out of 6 points
1820,give this textbook a 4
1821,My rating for The Eiffel Tower and Other Mythologies is 0 out of 6 stars
1822,Rate Book of the Dead three stars
1823,I give What We Talk About When We Talk About Love a two of 6
1824,"rate the Effortless Mastery chronicle a 4
"
1825,I would rate this book 3 points out of 6
1826,Rate this novel 1 out of 6 points
1827,The current essay is a three of 6
1828,rate The Sail and Steam Navy List 5 stars
1829,I rate this novel 5 of 6
1830,Rate the current album a four
1831,rate The Other Wind 2 of 6
1832,give two out of 6 points to current album
1833,Rate the Ninth Key 3 of 6 points
1834,"For the book Ethics, my rating is 2 out of 6"
1835,Rate current series one
1836,Rate The Postman Always Rings Twice zero stars out of 6.
1837,Give Modern Glamour: The Art of Unexpected Style three out of 6 stars
1838,give The Creator zero points out of 6
1839,rate How to Eat Fried Worms two stars
1840,Give this series 4 stars
1841,Rate Paradise News 2 out of 6
1842,Rate The Type One Super Robot five of 6 stars
1843,Rate this textbook 5 points out of 6.
1844,rate The Manxman 5 out of 6
1845,I want to give Among the Enemy 4 out of 6 points
1846,rate The Breaking Point a three
1847,"Rate this book a 0
"
1848,I am giving Dead Souls a five rating
1849,Rate Deception a one
1850,Rate this album zero of 6
1851,Rate A Spot of Bother 3 stars
1852,Rate Therapy a zero
1853,Rate The Anatomy of Melancholy 1 stars
1854, I would give this current book a rating a five and a best rating of 6
1855,Freud: The Mind of the Moralist should be rated 2 stars with a best rating of 6
1856,I rate Egg Collecting and Bird Life of Australia a zero out of 6 points
1857,rate the series The Quantity Theory of Insanity 1
1858,give five points to current textbook
1859,Give Directive 51 three out of 6.
1860,For The Curious Incident of the Dog in the Nightdress I rate it 2 of 6 points
1861,My Idea of Fun is a book that should get 2 stars.
1862,rate this book series zero out of 6 points
1863,The Revolution Script should have a rating value of three and a best rating of 6
1864,I want to give The Plague Lords of Ruel 0 stars
1865,Award a rating of 2 stars out of 6 to Confessions of an economic hit man
1866,"give the current album a 1
"
1867,Rate the Sacred Fire series 5 points
1868,"rate the current textbook a 5
"
1869,I give Cross Country four out of 6.
1870,rate the current album a zero
1871,I want to rate the current chronicle a two
1872,"rate this novel 4 out of 6
"
1873,rate the book chronicle The Obama Nation a 4
1874,rate The Braindead Megaphone series zero out of 6 points
1875,give 5 out of 6 points to Thorn Castle
1876,give two star to As Long as We Both Shall Live book
1877,Rate The Cherryh Odyssey three of 6 stars
1878,Give the current novel I am reading a five stars rating.
1879,rate The Tom Thomson Mystery 1 stars
1880,Rate this novel five of 6
1881,I am giving Fifty Years a Hunter and Trapper a 1 rating.
1882,this book gets out of a total of 6 stars only 1
1883,give three stars to Talbot Mundy: Messenger of Destiny
1884,Give Who? 1 out of 6 stars 
1885,Rate Lamy of Santa Fe 5 of 6 stars
1886,Give four stars out of 6 to Practice to Deceive
1887,Rate this book 3 of 6
1888,Rate The Lie Tree five
1889,Give 99 Coffins 0 stars out of 6.
1890,Rate DNA Repair and Mutagenesis four stars
1891,give 0 out of 6 points to this album
1892,Rate this textbook 5 stars out of 6
1893,Rate The Bell Curve a three.
1894,I want to give The Pilgrims of Rayne three out of 6 stars 
1895,The current novel in this series gets zero points from me.
1896,I give the current textbook a four points rating
1897,How can I rate the current chronicle 5 stars?
1898,The Sins of the Cities of the Plain gets a rating of one
1899,I want to give this essay zero out of 6
1900,Rate The Honourable Jim a three
1901,Rate Gilgamesh the King 5 out of 6
1902,rate this novel a four
1903,Rate Definitely Dead saga 5 points out of 6
1904,give 0 points to current series
1905,I am rating this current novel three out of 6 points. 
1906,Rate The Scarab Murder Case a one
1907,give four out of 6 points to current novel
1908,give one out of 6 points to The Psychopathic God series
1909,Rate Seeing the Big Picture a zero out of 6 points
1910,this textbook rates a 4 of 6.
1911,I give this series a value of one and a best rating of 6
1912,Rate A Conspiracy of Paper  4 of 6
1913,rate the current textbook 4 of 6 points
1914,Rate The Man Who Sold the Moon a 5.
1915,give one out o 6 stars to this chronicle
1916,I'd give the Embers of War saga a rating of 2 points.
1917,I gave the current album two stars
1918,I rate Step by Wicked Step 1 stars
1919,rate The Stone Key a 5
1920,give five out of 6 to this novel
1921,The book the Gardens of the Moon deserves only 1 stars.
1922,I give this book a 5.
1923,I give this series a one out of 6
1924,zero points for Birds of South Asia. The Ripley Guide
1925,The current essay feels like a 3.
1926,"Out of a possiable 6 I give Jip, His Story a 0
"
1927,I am giving this current book under the series section one stars
1928,give four out of 6 stars to current essay
1929,Give the book The Adventures of James Bond Junior 003 1/2 2 points for a rating.
1930,Give this album 1 stars.
1931,Give The Snows of Kilimanjaro 3 stars.
1932,give zero points to current album
1933,I want to rate The Obama Syndrome zero of 6
1934,Rate Puttering About in a Small Land zero out of 6 stars
1935,Rate the City of Lost Souls one of 6 points
1936,rate Quantum Theology one out of 6
1937,Rate this current saga one points
1938,I'd like to give The Harder They Come two points
1939,I think the Dictionary of New Zealand Biography deserves 2 points
1940,I rate Shadow of Suribachi at five stars.
1941,Give After Having Spent a Night Among Horses 0 out of 6.
1942,the current rating of 6 out of two for a textbook
1943,Give the saga called The Bridges of Madison County four of 6 stars.
1944,The Postman is awful and only gets a 1 out of 6. 
1945,Rate 12: The Elements of Great Managing a 0
1946,I give The French Suicide 5 stars
1947,give 5 points to The White Hotel
1948,I give Christianity not Mysterious 1 out of 6 points.
1949,give five stars to The Songlines
1950,rate the book The Nightmare Lands 0 out of 6 stars
1951,rate this textbook 0 stars
1952,give 5 out of 6 stars to Coming Home
1953,Give Drift: The Unmooring of American Military Power 0 out of 6 points.
1954,give 1 out of 6 points to Revolution World
1955,Rate this essay zero stars out of 6
