,Unnamed: 0,total_string
1727,1727,"Tell me when it'll be hot in Melbourne, NJ"
1728,1728,What's the weather in Guatemala
1729,1729,What is the foreast for my current location
1730,1730,"Is it going to be snowy in Concord, Utah? "
1731,1731,Will it be chilly around Oregonia in 9 months 
1732,1732,What is it like on 7/10/2023 in the current place
1733,1733,Tell me if there's be a depression in Brazil
1734,1734,What's the weather in Waretown Lebanon
1735,1735,Will it be chillier in Suwannee
1736,1736,forecast for Willits Christmas Island twenty three minutes from now
1737,1737,"Tell me the weather forecast 1 hour from now for Town West, Nevada"
1738,1738,"Is it going to be freezing in Mahwah Missouri on december the fifth, 2025"
1739,1739,Need to see if there will be fog
1740,1740,Give me the weather forecast for here
1741,1741,How much humidity is there in UT?
1742,1742,Is it going to be windy five minutes from now in NJ
1743,1743,What is the weather in Sint Maarten
1744,1744,"What is the weather forecast in VA
"
1745,1745,What will the weather be like May the 10th in Rocky Boy WI
1746,1746,Is there going to be any snowfall today in Lebanon?
1747,1747,Weather for the night time in New Mexico
1748,1748,Will it snowstorm in Lampi Island Marine National Park?
1749,1749,What weather is predicted for Loyalhanna?
1750,1750,Is it chillier in Baconton KY
1751,1751,"Tell me the humidity index for Elizabethville, Indiana"
1752,1752,Is it freezing at Jasmund National Park
1753,1753,What's the weather in Blackman Jordan
1754,1754,Weather for six am in SC
1755,1755,weather for Frankfort
1756,1756,Show me a forecast for French Polynesia
1757,1757,what is the weather of Pine City
1758,1758,what is the Bahamas forecast for stormy weather at 07:43:21
1759,1759,What is the weather forecast for Djibouti
1760,1760,Tell me the weather forecast for Niue
1761,1761,what is the weather forecast close to Puerto Rico
1762,1762,Will it be cloudy by five PM in Gobler Jersey
1763,1763,what is the weather like in Texas
1764,1764,Do you know if it will be chilly today in Puerto Rico
1765,1765,Is it supposed to be chilly in DE tonight?
1766,1766,"I need to know what the weather will be like in Gradyville at breakfast, in the state of Colorado."
1767,1767,is it going to be hot in Luambe-Nationalpark
1768,1768,what is the Johnson Creek forecast for chilly weather
1769,1769,Tell me the weather forecast nearby my current location
1770,1770,Will there be a storm in Aspinwall?
1771,1771,What's the weather forecast in Humphrey?
1772,1772,whats the weather in Irma
1773,1773,what is the weather of New Jersey Palisades at three hundred three days from now
1774,1774,What is the weather in Arkansas the city of Morrison
1775,1775,What is the weather forecast one minute from now in Macao
1776,1776,"Will it be warm in Gilmer, Keeling Islands?"
1777,1777,"What's the weather forecast for Central, North Dakota?"
1778,1778,How cold is it in my current position?
1779,1779,What will it feel like on patriot's day on South Georgia and the South Sandwich Islands
1780,1780,"will it rain today in French Southern Territories of Highland Beach
"
1781,1781,Is it warm in Albania at noon
1782,1782,What's the weather forecast for Wisconsin?
1783,1783,What's the weather like in Serbia
1784,1784,Will it get chillier in 2 seconds in Republic of the Congo?
1785,1785,What's the weather forecast for 3 hours from now at Christmas Island?
1786,1786,How will snowfall be here in 2/21/2022?
1787,1787,Tell me if it'll be chillier now in Engadine
1788,1788,"What is the forecast for Dec. 1st, 2036 in Keeneland"
1789,1789,is there expected of rainfall in Horton of Connecticut
1790,1790,What is the weather forecast for Maryland
1791,1791,How much rainfall is there faraway from Douglass?
1792,1792,Show me the weather forecast for the city of Spencer
1793,1793,Tell me when it'll be hotter here
1794,1794,How's the weather going to be on Jul. 2 in Whiteside
1795,1795,Will it be chilly in two hundred thirteen days at Dochu-Kotsu Prefectural Natural Park
1796,1796,Weather for now in Cape Romain National Wildlife Refuge
1797,1797,What's the forecast for Maltio Strict Nature Reserve?
1798,1798,what is the forecast for here
1799,1799,Will it be hot in Dongola Cameroon
1800,1800,"What's the weather going to be in Parkers Prairie, VA at 07:08:02 am?"
1801,1801,What's the forecast for Castolon in French Southern Territories around seven PM?
1802,1802,how is the weather in Mount Olivet
1803,1803,What's the weather here in 52 and a half weeks
1804,1804,will it get chillier within walking distance of PW
1805,1805,Will it be warmer in my current position 
1806,1806,What is the weather in Lloyd Equatorial Guinea
1807,1807,What is the weather one minute from now in Ocilla
1808,1808,Will there be sun around here?
1809,1809,"What will the weather be in Montevallo on july ninth, 2018?"
1810,1810,Will there be a storm six weeks from now in Albania?
1811,1811,Will it get colder by 11 in Jacobsburg. Syria?
1812,1812,How will the weather be this Summer in New York?
1813,1813,"What will the weather be like here on September 17, 2040"
1814,1814,Let me know how the weather will be in Rainelle at night.
1815,1815,What's the weather like in Groesbeck
1816,1816,What is the weather in Mascotte
1817,1817,What's the weather in Pugu Hills Forest Reserve
1818,1818,Book a restaurant 1 hour from now in Dorchester Shores Reservation
1819,1819,weather in Bashkirsky Nature Reserve 20 days from now
1820,1820,"Will the weather be temperate on jan. the thirteenth, 2028 at Christmas Island? "
1821,1821,Will it be colder in Aland 
1822,1822,Warren Island State Park distant Weather forecast for 11 am
1823,1823,What is the forecast for Dec. 15 in Lake Woodruff National Wildlife Refuge
1824,1824,What is the forecast for the Wildreservaat Ithala in the distant future will it be colder
1825,1825,what is the Coulee City MT forecast
1826,1826,"Will it be snowy on January 26th in Trentwood, Illinois"
1827,1827,What are the weather conditions in Noel?
1828,1828,what will the weather be in FL on 1/11/2030
1829,1829,What is the forecast here for September 16
1830,1830,What is the weather forecast for Monument of Lihula
1831,1831,"Tell me if it'll be freezing 333 days from now in Caplinger Mills, Florida"
1832,1832,I need the wather for next week in the Philippines
1833,1833,What will the weather be like in the Bahamas eleven years and a half from now
1834,1834,What's the weather like in Topock
1835,1835,What is the weather going to be like in Flint Hill in 9 years  
1836,1836,What's the weather in Paulette Yemen
1837,1837,tell me how Bellwood weather is
1838,1838,Payette National Forest is cold weather and have lunch within walking distance
1839,1839,What's the weather forecast for the Northern Mariana Islands on 8/4/2024?
1840,1840,Will there be sun ten minutes from now in Uintah
1841,1841,How will the weather be in New Mexico around 00:09:07 am?
1842,1842,What will the humidity be in AR in 49 weeks and a half from now
1843,1843,Is it humid in Parc national de Killarney
1844,1844,is it supposed to get colder here on 12/28/2019
1845,1845,How is the forecast for OK?
1846,1846,what is the Posey Island State Park forecast for colder temps at meal time
1847,1847,Is it supposed to be chilly in Kuwait?
1848,1848,"Check the forecast for Hulmeville, WV."
1849,1849,What's the weather going to be like at 10:21:20 close by ID
1850,1850,Tell me if it'll be chilly here at 0 pm
1851,1851,what is the forecast for colder conditions within the same area of this current place
1852,1852,Will it hail today in West Point at 11:36:48
1853,1853,What will the weather be in Kokhanok
1854,1854,"Does the forecast show a storm in Maquoketa, NH around July sixth?"
1855,1855,what is the weather here
1856,1856,What is the forecast for Harrison-Crawford State Forest
1857,1857,Is fog forecast close-by to Pakistan?
1858,1858,Will it get chillier in Sinclair in 8 hours 
1859,1859,How much fog is there in Tarpon Springs?
1860,1860,what is the temperate in Uzbekistan
1861,1861,What will the weather be at Noon in Durbin OH?
1862,1862,What will the weather be in Umatilla Malta?
1863,1863,Tell me the weather forecast for Northern Mariana Islands one second from now
1864,1864,Tell me the weather forecast for Sugarloaf Provincial Park ten weeks from now
1865,1865,what is the weather of Nebraska
1866,1866,Show the forecast for Tanintharyi Nature Reserve
1867,1867,United States has warm weather on next Wed.
1868,1868,will it be temperate here on 11/27/2023
1869,1869,What will the weather be in Uzbekistan at 4 am?
1870,1870,what is the weather forecast for Tennessee for warm temps
1871,1871,What's the weather going to be like not far from East Timor
1872,1872,what is the Loco weather forecast
1873,1873,What's the weather in Germantown Hills
1874,1874,Will there be a blizzard in Oregon?
1875,1875,What's the forecast for nearby the current position?
1876,1876,What is the weather in Pendleton Center
1877,1877,what is the nine AM weather forecast for Nationalpark Midongy du Sud
1878,1878,What's the weather like in Mountainair
1879,1879,will it be warmer in Ristigouche Ecological Reserve on nov. the twentieth
1880,1880,"Will be warm in Hallwood, Kosovo?"
1881,1881,Is it overcast in South Carolina
1882,1882,Will the sun be out close-by Admiralty Island National Monument?
1883,1883,What will the weather be in Wakarusa
1884,1884,How temperate will it be here this week?
1885,1885,what is the forecast for here at tea time
1886,1886,Will it be warm 1 week from now in DC
1887,1887,what is the forecast for temperate conditions in Thailand in Lopeno
1888,1888,Is the weather colder in Costa Rica
1889,1889,Will it be colder in Delaware?
1890,1890,"I need to know the weather for Hamorton, TN"
1891,1891,What will the weather be in Albania at 11:56.
1892,1892,Is it going to hail in Mount San Jacinto State Park
1893,1893,What's the forecast for Walker Bay Nature Reserve for next year?
1894,1894,is it supposed to be sunny here?
1895,1895,in California will it be cold in East Trenton Heights
1896,1896,What will the weather be in Romania at 4?
1897,1897,What is the weather like in Wallis and Futuna?
1898,1898,Check the forecast for Keene.
1899,1899,Can I get the weather forecast for Benin in 32 days?
1900,1900,What's the weather forecast in Nationalpark Banc d'Arguin?
1901,1901,will there be hail in Kaffir
1902,1902,What is the weather like in North Salt Lake and Afghanistan?
1903,1903,Tell me the weather forecast for Murone Kogen Prefectural Natural Park at elevenses
1904,1904,What's the weather going to be in Yemen in one minute?
1905,1905,Show me the forecast for the distant area of ME at three pm
1906,1906,"What will the weather be like on january the twenty-third, 2034 in GA"
1907,1907,"what's the weather going to be like in MI on august twenty-eighth, 2033"
1908,1908,Check the forecast for Orson for around 9 PM
1909,1909,what is the forecast for next may in Zambia
1910,1910,Forecast for my current location at 6
1911,1911,Will it be colder 1 hour from now noew in East Dundee Zimbabwe
1912,1912,Tell me the weather forecast for Azerbaijan
1913,1913,What does it feel like in Alloway
1914,1914,will there be a snowstorm  in Leonville
1915,1915,Can you tell me the weather forecast for Denmark
1916,1916,Will rainfall continue here tomorrow?
1917,1917,Will it get cloudy in Cliffwood Beach?
1918,1918,what is the weather forecast for Minnesota
1919,1919,will it be getting warmer in Rainbow Falls Provincial Park
1920,1920,What's the forecast for Little Silver
1921,1921,what is the Philippines forecast for humid weather
1922,1922,how much hotter will it be once close to Namibia
1923,1923,What's the weather like in Schenectady MA?
1924,1924,What is the weather forecast in Pinson South Dakota
1925,1925,"What will the weather be within the same area in Minnesota on June 27th, 2023?"
1926,1926,"weather in one minute in
 Norfolk Island"
1927,1927,What is the weather one second from now in Blue Ridge Berryessa Natural Area
1928,1928,On April 2nd what will the weather be here
1929,1929,What is the weather forecast in six weeks in LA
1930,1930,Is it likely to be warm in Rush Hill?
1931,1931,Will it be sunny in Corcovado Indonesia?
1932,1932,Is it supposed to hail in Rosenberg in the French Polynesia
1933,1933,What's the weather forecast for here on Jul. 23?
1934,1934,What is the weather for Charlotte Hall Saint Kitts and Nevis
1935,1935,what is the thursday forecast for Akers New Hampshire
1936,1936,Will it be chilly around Kingsley Common on jan. 9?
1937,1937,forecast for Serbia
1938,1938,Is it forecast to be chillier around Texas?
1939,1939,What is the weather forecast for Midnight in DC?
1940,1940,at ten am what will the weather be like nearby in Cyprus
1941,1941,Tell me the weather forecast for Mokena
1942,1942,Is it warm in Fernley?
1943,1943,Will there be a blizzard in Egypt on Jul. 3?
1944,1944,"what is the weather forecast for WA on september 11, 2021"
1945,1945,What's the weather in Gabon
1946,1946,Weather forecast for snowstorm on Feb. fourth in Virgin Islands
1947,1947,Will there be a blizzard in North Carolina
1948,1948,How hot is it in Pesotum
1949,1949,Is there snowfall in Hineston New Hampshire
1950,1950,What's the weather like at Sunset Hills
1951,1951,Weather for Notasulga at elevenses
1952,1952,I need to know the weather at the Queen Elizabeth National Park
1953,1953,What will the weather be like on November the twelfth in Appleby?
1954,1954,Is it windy in Telogia
1955,1955,"Is it chilly in Henrieville, Oman"
1956,1956,Is it humid in Otsego Reunion
1957,1957,what will the weather be like in Russia in one hour from now
1958,1958,Show the forecast for Moonlight Beach at 10/4/2021
1959,1959,Book a restaurant on June the fifth in Cavour.
1960,1960,Is it supposed to be hotter today in IL
1961,1961,What's the weather forecast for the Dominican Republic
1962,1962,"What's the weather forecast for neighboring Delft National Park on aug. the 8th, 2028"
1963,1963,Will there be a blizzard in Woodmere
1964,1964,Is it going to be hotter within walking distance of Ohio on 3/22/2038
1965,1965,Tell me what the weather is here
1966,1966,What is the weather nearby Bermuda a week from now 
1967,1967,at 7 pm what will the weather be in Iceland
1968,1968,Will the wind die down at my current location by supper time?
1969,1969,"What is the weather forecast tomorrow in French, UT?"
1970,1970,Is it going to be snowy in Ochopee Massachusetts?
1971,1971,is it going to be windy faraway from the Valley of Fire
1972,1972,will the weather conditions be temperate and pleasant in Togo
1973,1973,Will it be chillier in Uruguay in 213 days?
1974,1974,Is it chilly on oct. 19th in IL
1975,1975,Is it temperate in the current location now
1976,1976,Will there be snowfall faraway from Robinson Forest
1977,1977,Tell me the weather forecast for here in seven years 
1978,1978,will there be snowfall in Pacific Beach Suriname
1979,1979,What's the weather at zero PM in Papeton Montserrat
1980,1980,What's the weather in Low Moor
1981,1981,What will the weather be like this tuesday in the area neighboring Rendezvous Mountain Educational State Forest?
1982,1982,will it be stormy in Charleston
1983,1983,What's the weather forecast for Austin Liechtenstein
1984,1984,What's the weather forecast for 8 hours from now in Cape Verde?
1985,1985,"what is the forecast for the current place for sun on january sixth, 2028 within walking distance"
1986,1986,Weather for Cougar Canyon Wilderness
1987,1987,what is the cold forecast for our current position
1988,1988,What is the weather in the Falkland Islands
1989,1989,What will the weather be like in 1 minute in my current position
1990,1990,"Will it be windy in Breaux Bridge, Turks and Caicos Islands eleven hours from now?"
1991,1991,"Is it going to be hot on Oct. the 8th, 2020 in the neighboring Greenland area"
1992,1992,Is it going to be warmer in Town Kelloe Bank?
1993,1993,"what is the forecast for Bonner starting oct. 24th, 2025 for Argentina"
1994,1994,On jan. the twentieth what will it feel like in CT or the area not far from it
1995,1995,What's the forecast for Lake Ilo National Wildlife Refuge
1996,1996,"What is the weather supposed to be like on Sep. 20 in Maltby, Russia"
1997,1997,Will it get warmer by 5 am in Washington?
1998,1998,"Tell me the weather forecast for Lecanto, Georgia"
1999,1999,"What is the weather forecast for my current spot on Jan. third, 2036"
0,0,I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube
1,1,play Yo Ho from the new york pops on Youtube
2,2,Play some seventies music by Janne Puurtinen on Youtube.
3,3,play the Musica Da Serie De Filmes O Hobbit album by Alex Otaola
4,4,Play Magic Sam from the thirties
5,5,Play The Soft Parade.
6,6,Play music by blowfly from the seventies
7,7,play Jeff Pilson on Youtube
8,8,play a tune by Syreeta Wright from twenties from the top
9,9,Please play me Jerry Lee Lewis's If You Say So track.
10,10,play the newest by Exuma
11,11,Play the album alas y raices by Dave Pybus.
12,12,play music by Helen Ward
13,13,Play some sixties music.
14,14,Plan an album by Roni Duani.
15,15,I want to listen to Born On The Bayou on Iheart
16,16,Play the best music by Arthur Johnston.
17,17,Play the song gangsta? by Siavash Ghomayshi
18,18,Play Lukasz Gottwald album on Zvooq
19,19,Play me some music by Prince Alla from the twenties
20,20,Play the newest 2016 ep from Boaz Mauda.
21,21,play Escapada
22,22,"I'd like to hear music from 1951, preferably a soundtrack."
23,23,Play 2003 Ben Burnley on Spotify
24,24,Play Marche Lorraine by Rachael Lampa
25,25,Play some soul music
26,26,Play Robin Hood Rescuing Three Squires by Bhupinder Singh
27,27,Play the top-5 songs from Paddy Reilly on zvooq
28,28,Open Groove Shark and play native us
29,29,play chant by Prurient
30,30,play Shake Your Head
31,31,Play Justin Broadrick's music on Slacker.
32,32,Play some 1954 songs on my Itunes.
33,33,Play a 2011 ballad by Evil Jared Hasselhoff on Lastfm.
34,34,play laura love songs from 1959
35,35,Play Inside The Eye by twinkie clark
36,36,Play Goa music on Google Music.
37,37,Play The Way It Has To Be by Tom G Warrior on Zvooq
38,38,Play some nineties chant music from Nicoleta Nicola
39,39,"Play Alone, Again from Mike Viola"
40,40,open Spotify and play a couple of celtic songs
41,41,Play a concerto by Thekra.
42,42,play The Trail Of The Lonesome Pine on Netflix
43,43,Please play the newest music by Evil Jared Hasselhoff
44,44,Play Noctambulo pl
45,45,Open up Lastfm and play some songs.
46,46,Can you play a top 5 song by Manos Hadjidakis
47,47,Play sixties on Spotify
48,48,Play music by Antonella Barba from the album Bath
49,49,Play melody music from the fourties.
50,50,Play some Katiejane Garside on Vimeo.
51,51,Play me a top-ten song by Phil Ochs on Groove Shark
52,52,Play Out From Under from Hurricane Chris
53,53,Play a sound track by Pee Wee Russell on Zvooq.
54,54,Play One Way Ticket by Ray Kennedy.
55,55,Play my entertaining playlist
56,56,Will you pull up my Jueves de Antano playlist
57,57,Play some eighties movement music
58,58,Use Spotify to play me music
59,59,use Deezer to play top five Moya Brennan
60,60,I'd like to hear Nas's greatest ballad
61,61,Open Netflix and find a movie with the song heartful
62,62,PLay some fourties music from Erin Harkes
63,63,Play dhafer youssef top-twenty on netflix
64,64,I'd like to play the top ten Mickdeth on Google Music
65,65,play music by Don Reno
66,66,Play some Last Fm music like the 1992 ep from Peaches
67,67,Play some indie music on spotify.
68,68,Play a cohesive playlist for me
69,69,Play 1966 theme music on Slacker.
70,70,Play some jpop on Google Music.
71,71,Play music from 2002
72,72,play Lastfm pop tunes
73,73,play a concerto that was most popular in 1958 by mickey hart
74,74,Let me listen to Rouhollah Khaleghi on deezer.
75,75,Please play music from Itunes
76,76,Play me the most popular Peja song on Slacker
77,77,Play my 70s Smash Hits playlist.
78,78,Play me a song from the fourties
79,79,Play celtic music
80,80,play Moustapha Amar Make It Rain
81,81,I want to hear a top ten soundtrack from 1984 by Shinehead
82,82,Play the 1951 ballad
83,83,I want to hear Dave Seaman's ep
84,84,Play music from artist Ashley
85,85,play Miguelito top charting album
86,86,I want to hear Papa Mali's songs from the fifties
87,87,play some tango on iheart
88,88,Play jazz music by Zvooq
89,89,play songs by Wise
90,90,Play music from the eighties on Slacker.
91,91,I want to hear Ready by Frankenstein Drag Queens From Planet 13
92,92,Play a song from the seventies by Pepe Aguilar
93,93,Play something by Brian Chase.
94,94,open Fadl Shaker on Spotify and play a melody starting with the newest
95,95,Play a Scott Lafaro soundtrack
96,96,play songs from the sixties
97,97,Play a tune from Space Mandino.
98,98,Open Vimeo and paly every song released in 1986
99,99,Find me music by Kaori Utatsuki off the album that has top-twenty hits
100,100,Play my playlist TGIF on itunes
101,101,Play some thrash metal.
102,102,play a top-10 ballad from 1995
103,103,Play ballad from Mandy Moore
104,104,Play movement music from Sheryfa Luna
105,105,Play the artist Joe
106,106,play some Prabha Atre
107,107,Play ballad music by Jeff Lynne.
108,108,Play me a 1957 ep
109,109,Play Pease Porridge Hot by Johnny Vicious on Zvooq
110,110,play a 1994 tune by Lena Horne
111,111,Play a tune by Houston on Spotify
112,112,Play a top fifty track from the twenties
113,113,Play Sense Tu from Ebi Hamedi
114,114,play a good John Maher record with Netflix
115,115,"use netflix to play Bizzy Bone Kiss Me Goodnight, Sergeant Major"
116,116,Play music from 1969 on lastfm .
117,117,play something from 1981
118,118,play Heavy Machinery by Phil Spector on Zvooq
119,119,Play i believe from Chico Buarque off of iheart
120,120,Play some symphonic rock.
121,121,Play some twenties chant music on Slacker
122,122,Play some songs from the fifties
123,123,Play a song by Electric Tones from their Kurutta Taiyo album on Last Fm
124,124,play some Bertine Zetlitz record
125,125,"Play my Hardstyle, Baby playlist on Netflix"
126,126,Play the top symphony music from Ejigayehu Shibabaw
127,127,Open Itunes and play Heath music from 1981
128,128,I want to listen to a concerto from Timour Moutsouraev.
129,129,Play me the dinner playlist
130,130,play music by Shinji Miyazaki
131,131,Play any music on Spotify
132,132,Play a record from the seventies
133,133,open the Canciones del Recuerdo playlist and play songs
134,134,Play the top-10 chant by Caetano Veloso on Pandora
135,135,Play Water Under The Bridge by Hariprasad Chaurasia.
136,136,play Matt Uelmen songs from 1965 on Slacker
137,137,I want to hear Shooby Taylor's Tearing Up The Album Charts.
138,138,Play Niko from the fourties
139,139,Play Clasicos del Hip Hop Espanol
140,140,Play Circus Farm by Deana Carter.
141,141,play some nineties music
142,142,play music by Bryan Maclean
143,143,Play POP GOES THE 80s.
144,144,Play music from 2015
145,145,Play music from 1964
146,146,Play me songs from agreable
147,147,Play tune from Sonny Stitt
148,148,Play some 50 Shades of Love
149,149,Play some sixties music on Slacker.
150,150,Play Tomorrow
151,151,Can you play a sound track by Sissieretta Jones
152,152,Play me a nineties song by Joseph Genaro
153,153,I want to hear Sarban's greatest hits
154,154,play ray davies on Iheart by only Hit It Again
155,155,Play my 88 Keys playlist.
156,156,Play some Rockwell from around 1996
157,157,Play me a top 20 chant by Ruwanga Samath on Lastfm
158,158,play something from the twenties
159,159,Play Ciribiribin by Sandeep Khare
160,160,play some 1991 Dave Barker
161,161,Play Wynton Kelly music on Netflix sort by popular
162,162,Play bebob on Iheart
163,163,Play the top 5 by Akira The Don.
164,164,play some rap on Pandora
165,165,Play a melody from Elmer Bernstein
166,166,play The Necromancer
167,167,Can you play Under The Anheuser Bush by Pete Doherty
168,168,Play any song from 2001
169,169,I want to hear some music from Groove Shark
170,170,Play Sound Of Love from Papa Mali
171,171,I wanna hear something on Spotify by Eddie Vinson
172,172,Play a twenties track by the aj carothers on Zvooq.
173,173,Play Magic Time by Phoebus
174,174,Play Johnny Gimble
175,175,play music from 1981
176,176,play music on Netflix
177,177,Play a tune by Andrew Findon
178,178,"Play the playlist, A Mis Ninos de 30."
179,179,Play some chanson music
180,180,Play a movement from 1974.
181,181,Can you play Maggie Mae on Netflix
182,182,Play music by Young Steff
183,183,Play Barbra Streisand music from 1997.
184,184,Play greatest chant music from Beni Arashiro
185,185,play Make The Cowboy Robots Cry by Sabin Rai on Vimeo
186,186,Can you play me songs from the Estado de animo playlist?
187,187,Play music by Janet Paschal
188,188,Play Praise The Lord And Pass The Ammunition.
189,189,Please play Short And Sweet by Teyana Taylor from my itunes.
190,190,Play fourties music on Pandora.
191,191,Play music by Damien Rice
192,192,Play some Rachel Stevens off of Itunes
193,193,Play music from the seventies for me. 
194,194,Play some Tony Grant.
195,195,play Andy White
196,196,Use Google Music to play a song
197,197,Play Spotify
198,198,Play music from 2007.
199,199,Play me a song from the sixties
200,200,play Robin Trower Unravel
201,201,play the top twenty movement songs from Roberto Valverde
202,202,Play hanging in the balance by Nik Kershaw on Zvooq.
203,203,Play the album Vibrations by Marion Elise Raven
204,204,play a track by Mila Islam from Deezer
205,205,play Jawad Ahmad
206,206,play fourties tunes by Bryan Webb on Groove Shark
207,207,play Party Ben on Slacker
208,208,Use Groove Shark to play music from the nineties
209,209,Play eighties music
210,210,play my Madrugando playlist on Groove Shark
211,211,play Darude
212,212,Play Shinji Miyazaki's music on netflix
213,213,Play 2gether by Jade Puget
214,214,play Wow by Jon Theodore
215,215,play Doctor Fink if i could choose
216,216,Please open pandora for me
217,217,Can I hear a tune from Vladimir Vysotski?
218,218,Please play Different Slanguages by Fred Labour.
219,219,play music from the sixties
220,220,I want to hear Somi's songs from the twenties
221,221,play Tom Jones album from the twenties
222,222,play songs on Itunes
223,223,play a chant by Sonsee
224,224,Play my Piano Ballads playlist.
225,225,play the album a kiss before you go by Bt
226,226,Play the Instrumental Study on Vimeo.
227,227,Play some salsa music.
228,228,Play top Rosanne Cash
229,229,play Slacker tunes
230,230,Play the most popular soundtrack by Elena Paparizou on youtube
231,231,Play Midnight Special
232,232,play pop music with Groove Shark
233,233,play Takes Place In Your Work Space by Eddie Kendricks
234,234,Play eighties music by Kaira Kwong on Google Music
235,235,play 1970 trunes
236,236,Play breathtaking music
237,237,Play a track from 1985.
238,238,Play shining down by Tsukiko Amano on pandora.
239,239,play Who Do You Think You Are by Magnifico with spotify
240,240,Play tribal
241,241,Play Rain by Subliminal on Groove Shark
242,242,Play ballad music from 1958
243,243,Repeat the track of music
244,244,Play the playlist introspective
245,245,Please play a song from the thirties by Peter Murphy on Last Fm
246,246,Play Party Through The Decades on Deezer
247,247,Play Martha My Dear by shannon.
248,248,play the greatest Adrian Kowanek music
249,249,Can I hear a symphony from the seventies on Youtube?
250,250,I'd like to listen to Space music
251,251,play the last Niney The Observer song
252,252,Play a chant by Mj Cole
253,253,Play industrial music.
254,254,Play always by walter parazaider.
255,255,Play thirties on Lastfm
256,256,play music form the fourties with Slacker
257,257,Use pandora to play music from stano in the year 2005
258,258,Use Groove Shark to play Krizz Kaliko
259,259,Play the music of Filipp Bedrossowitsch Kirkorow's theme
260,260,Play Skin & Bone by Jess Stacy on Deezer
261,261,Play me a seventies ep
262,262,play falco on Zvooq for Good Hit
263,263,On Itunes play the latest Anna Yesipova ep
264,264,Play music from the track She Came In Through The Bathroom Window
265,265,play some best selling rave songs
266,266,Play Change Has Come on Google Music.
267,267,Play the newest stuff by blowfly
268,268,Play the playlist spring
269,269,I want to hear something from the nineties by Alissa Musto on Groove Shark
270,270,Play Trace Adkins' music from the thirties.
271,271,Play a soundtrack from 1954.
272,272,"Can you play something from the fourties, preferably a symphony?"
273,273,play Clifford Brown All Stars by Michael Balzary
274,274,play Pandora Christian Gangsta Rap
275,275,Play any chanson
276,276,Play a chant from the fifties
277,277,Play Leanne Dobinson Right To Dream
278,278,play The Happiest Days Of Our Lives by Tommy Emmanuel
279,279,Please play This Is The Day by Brian Robertson.
280,280,play Abhijeet Bhattacharya from 1986
281,281,Play a new tune by louis silvers.
282,282,Play me a song by Steve Hackett from Manuel
283,283,Play Portsmouth by Paul Smith on Google Music.
284,284,Play Dj Drama from the 1976
285,285,play my tribute by Billy Cox
286,286,"Play the playlist, Hardstyle, Baby."
287,287,Play me a sound track by Bert Mccracken on zvooq
288,288,Play some music from the fourties.
289,289,Play music on Itunes.
290,290,I want to hear a Sandra ep
291,291,play theme by Yanni on Vimeo
292,292,play fourties tunes
293,293,Play a 2004 song by eliel on Zvooq.
294,294,Play some music on Vimeo
295,295,Play the newest music by Gladys Knight
296,296,play Hora Din Moldova by Yamazaki Maso
297,297,play the album Winner Takes All by Takuro with Last Fm
298,298,Play the best ballad by The Rascals.
299,299,Play me the track Mama Liked The Roses
300,300,Play eighties
301,301,Play a 2014 theme from Greg Pattillo
302,302,Play some music from Roberto Carlos
303,303,Play the concert from Philip Oakey 1973 concert on Netflix
304,304,Play some music from 1995
305,305,Play Kaori Mochida's most popular music on Google Music.
306,306,Play A Chaos Of Desire from Dan Snaith
307,307,Play music by Country Dick Montana.
308,308,play chant from the nineties with Last Fm
309,309,Play a top 5 song from Wally Bastian on Google Music
310,310,Play White Noise.
311,311,Play ep from Quasimoto from the nineties
312,312,play a 1988 soundtrack
313,313,Play a popular sound track by Joe Pass on Itunes.
314,314,Play something from the jonathon lee movement
315,315,play James Moody ballad
316,316,I want to listen to some music from 2003 on Pandora from them
317,317,play a top 50  tune from the twenties by Willi Williams
318,318,play fifties track music
319,319,Play theme music from 2011.
320,320,play music by Billy Powell
321,321,Play One Good Reason by Tommy Flanagan on Itunes
322,322,Play some fun-punk
323,323,Play me a song by Dj Paul Elstak in 1988 on Zvooq
324,324,Play Hasan Saltik from 2004
325,325,I want to hear popular music from Martin Lopez
326,326,Play A Sudden Rainstorm playlist.
327,327,play wendy james from the fifties
328,328,Use Itunes to play music
329,329,Play a Paul Davis melody
330,330,Play Lorenzo Palacios Quispe
331,331,Put on Vimeo and play Kacapi Suling
332,332,play a soundtrack by Sarah Geronimo on google music
333,333,Play me a song from 1976 by Bennie Moten
334,334,I want to hear eighties music by Noko on deezer.
335,335,Play some Glenn Miller.
336,336,Can I hear a song by David Hodges?
337,337,Play The New Retro playlist on Netflix.
338,338,Play some P. J. Proby
339,339,Play soundtrack by Armand Van Helden
340,340,Play The Lamentation Of Cloris
341,341,I want to hear the new Latin Pop Rising list
342,342,Please play some music from the seventies movement
343,343,play Signe Anderson chant music that is newest
344,344,play Richard Thompson from the thirties song book
345,345,Play funtime activity
346,346,Play me a song from Luxury Liner
347,347,I want to hear De Eerste Keer from Paul Caiafa  off of Google Music
348,348,Play a sixties song.
349,349,I want to hear some twenties music off of Deezer
350,350,Play some movement from 1959 on deezer.
351,351,play songs by Queen
352,352,Please play good music by Will Oldham.
353,353,Play a song from the thirties on Zvooq
